"","Date","Rainfall_Gallicano","Rainfall_Pontetetto","Rainfall_Monte_Serra","Rainfall_Orentano","Rainfall_Borgo_a_Mozzano","Rainfall_Piaggione","Rainfall_Calavorno","Rainfall_Croce_Arcana","Rainfall_Tereglio_Coreglia_Antelminelli","Rainfall_Fabbriche_di_Vallico","Temperature_Orentano","Temperature_Monte_Serra","Temperature_Ponte_a_Moriano","Temperature_Lucca_Orto_Botanico","Volume_POL","Volume_CC1","Volume_CC2","Volume_CSA","Volume_CSAL","Hydrometry_Monte_S_Quirico","Hydrometry_Piaggione","CoS","DIEC","LT2","PAG","SAL","imp1","imp2","imp3","imp4","imp5","Season"
"585",2011-08-08,3.6,0,0.6,1.6,7.6,19.2,11.4,2.8,11,12.2,24.95,17.5,23.05,25.2,-10731.744,-16459.2,-12078.72,0,0,0.12,-1.06,8.57,4.33,13.14,2.9412962962963,6.28,8.57,4.33,13.14,2.9,6.28,"Summer"
"586",2011-08-09,0,0,0.2,0.8,0,0,0,0.2,0,0,23.15,17.4,23.25,23.95,-10731.744,-16459.2,-12078.72,0,0,0.12,-1.07,8.53,4.29,13.15,2.9437037037037,6.28,8.53,4.29,13.15,2.9,6.28,"Summer"
"587",2011-08-10,0,0,0,0,0,0,0,0,0,0,22.3,17.9,22.35,23.9,-10731.744,-16459.2,-12078.72,0,0,0.11,-1.08,8.53,4.3,13.2,2.94611111111111,6.3,8.53,4.3,13.2,2.9,6.3,"Summer"
"588",2011-08-11,0,0,0,0,0,0,0,0,0,0,21.5,18.3,22.25,22.8,-10731.744,-16459.2,-12078.72,0,0,0.1,-1.07,8.53,4.3,13.21,2.94851851851852,6.31,8.53,4.3,13.21,2.9,6.31,"Summer"
"589",2011-08-12,0,0,0,0,0,0,0,0,0,0,21.95,17.35,21.5,22.35,-10731.744,-16459.2,-12078.72,0,0,0.12,-1.03,8.48,4.31,13.19,2.95092592592593,6.32,8.48,4.31,13.19,2.9,6.32,"Summer"
"590",2011-08-13,0,0,0,0,0,0,0,0,0,0,22.05,17.45,21.95,22.95,-10731.744,-16459.2,-12078.72,0,0,0.12,-1.07,8.44,4.3,13.17,2.95333333333333,6.3,8.44,4.3,13.17,2.9,6.3,"Summer"
"591",2011-08-14,0,0,0,0,0,0,0,0,0,0,24.15,19.8,24.1,24.85,-10195.1568,-15636.24,-11474.784,0,0,0.11,-1.07,8.45,4.3,13.17,2.95574074074074,6.28,8.45,4.3,13.17,2.9,6.28,"Summer"
"592",2011-08-15,0,0,0,0,0,0,0,0,0,0,23.4,19.25,23.75,24.6,-10731.744,-16459.2,-12078.72,0,0,0.12,-1.07,8.39,4.31,13.17,2.95814814814815,6.25,8.39,4.31,13.17,2.9,6.25,"Summer"
"593",2011-08-16,0,0,0,0,0,0,0,2.6,0,0,25.95,21.55,26.1,26.85,-10731.744,-16459.2,-12078.72,0,0,0.12,-1.06,8.41,4.33,13.18,2.96055555555556,6.28,8.41,4.33,13.18,2.9,6.28,"Summer"
"594",2011-08-17,0,0,0,0,0,0,0,0,0,0,27,22.95,27.1,27.55,-10731.744,-16459.2,-12078.72,0,0,0.11,-1.06,8.53,4.34,13.19,2.96296296296296,6.3,8.53,4.34,13.19,2.9,6.3,"Summer"
"595",2011-08-18,0,0,0,0,0,0,0,0,0,0,27.5,24.45,27.35,27.65,-10731.744,-16459.2,-12078.72,0,0,0.11,-1.06,8.64,4.35,13.2,2.96537037037037,6.33,8.64,4.35,13.2,2.9,6.33,"Summer"
"596",2011-08-19,0,0,0,0,0,0,0,0,0,0,26.45,23.4,26.3,27.15,-10731.744,-16459.2,-12078.72,0,0,0.11,-1.07,8.71,4.36,13.22,2.96777777777778,6.34,8.71,4.36,13.22,2.9,6.34,"Summer"
"597",2011-08-20,0,0,0,0,0,0,0,0,0,0,26.25,24.4,26.4,26.7,-10731.744,-16459.2,-12078.72,0,0,0.11,-1.07,8.78,4.35,13.22,2.97018518518519,6.34,8.78,4.35,13.22,2.9,6.34,"Summer"
"598",2011-08-21,0,0,0,0,0,0,0,0,0,0,28.9,27.05,28.7,29.55,-10195.1568,-15636.24,-11474.784,0,0,0.11,-1.06,8.8,4.35,13.21,2.97259259259259,6.31,8.8,4.35,13.21,2.9,6.31,"Summer"
"599",2011-08-22,0,0,0,0,0,0,0,0,0,0,30.7,27.25,30.35,29.9,-10731.744,-16459.2,-12078.72,0,0,0.11,-1.08,8.8,4.37,13.2,2.975,6.35,8.8,4.37,13.2,2.975,6.35,"Summer"
"600",2011-08-23,0,0,0,0,0,0,0,0,0,0,28.75,26.1,28.8,29,-10731.744,-16459.2,-12078.72,0,0,0.11,-1.09,8.83,4.41,13.2,2.97740740740741,6.37,8.83,4.41,13.2,2.97333333333333,6.37,"Summer"
"601",2011-08-24,0,0,0,0,0,0,0,0,0,0,27.55,25.35,27.6,27.5,-10731.744,-16459.2,-12078.72,0,0,0.1,-1.11,8.89,4.42,13.2,2.97981481481481,6.39,8.89,4.42,13.2,2.97333333333333,6.39,"Summer"
"602",2011-08-25,0,0,0,0,0,0,0,0,0,0,26.35,25.6,26.85,27.25,-10731.744,-16459.2,-12078.72,0,0,0.1,-1.09,8.92,4.45,13.2,2.98222222222222,6.4,8.92,4.45,13.2,2.97333333333333,6.4,"Summer"
"603",2011-08-26,0,0,0,0,0,0,0,0,0,0,26.9,25.6,27.1,27.55,-10731.744,-16459.2,-12078.72,0,0,0.1,-1.09,8.93,4.45,13.19,2.98462962962963,6.4,8.93,4.45,13.19,2.97333333333333,6.4,"Summer"
"604",2011-08-27,0.6,0,0,0,0,0,0,0.2,0,0,22.55,17.9,21.95,23.5,-10731.744,-16459.2,-12078.72,0,0,0.1,-1.09,8.93,4.46,13.2,2.98703703703704,6.41,8.93,4.46,13.2,2.97333333333333,6.41,"Summer"
"605",2011-08-28,0,0,0,0,0,0,0,0,0,0,23.35,18.15,22.5,22.85,-10195.1568,-15636.24,-11474.784,0,0,0.1,-1.1,8.96,4.46,13.24,2.98944444444444,6.36,8.96,4.46,13.24,2.97333333333333,6.36,"Summer"
"606",2011-08-29,0,0,0,0,0,0,0,0,0,0,22.2,18.65,22.15,22.65,-10731.744,-16459.2,-12078.72,0,0,0.1,-1.1,8.94,4.47,13.23,2.99185185185185,6.38,8.94,4.47,13.23,2.97333333333333,6.38,"Summer"
"607",2011-08-30,0,0,0,0,0,0,0,0,0,0,21.8,17.7,22.1,23,-10731.744,-16459.2,-12078.72,0,0,0.1,-1.1,8.93,4.47,13.22,2.99425925925926,6.39,8.93,4.47,13.22,2.97333333333333,6.39,"Summer"
"608",2011-08-31,0,0,0,0,0,0,0,0,0,0,22.15,17.55,22.8,23.35,-10731.744,-16459.2,-12078.72,0,0,0.09,-1.13,8.94,4.49,13.24,2.99666666666667,6.4,8.94,4.49,13.24,2.97333333333333,6.4,"Summer"
"609",2011-09-01,0,0,0,0,0,0,0,0,0,0,24.4,19.75,23.95,24.5,-11623.33333,-16921.44,-13020.48,0,0,0.09,-1.13,8.93,4.5,13.26,2.99907407407407,6.4,8.93,4.5,13.26,2.97333333333333,6.4,"Autumn"
"610",2011-09-02,0,0,0,0,0,0,0,0,0,0,25.5,21.15,25.35,25.55,-11623.33333,-16921.44,-13020.48,0,0,0.09,-1.13,8.95,4.51,13.26,3.00148148148148,6.45,8.95,4.51,13.26,2.97333333333333,6.45,"Autumn"
"611",2011-09-03,0,0,0,0,0,0,0,0,0,0,26.85,22.1,26.65,27.1,-11623.33333,-16921.44,-13020.48,0,0,0.09,-1.13,9,4.52,13.26,3.00388888888889,6.43,9,4.52,13.26,2.97333333333333,6.43,"Autumn"
"612",2011-09-04,1.2,0,7.8,0,0,0.2,0,0,30,1.4,23.6,18.25,23.8,24.2,-11042.16667,-16075.368,-12369.456,0,0,0.1,-1.12,9.02,4.52,13.28,3.0062962962963,6.4,9.02,4.52,13.28,2.97333333333333,6.4,"Autumn"
"613",2011-09-05,52.2,69.6,18.4,18.2,76.8,81,74.4,13.6,31.2,113,23.7,17.05,22.25,23.45,-11623.33333,-16921.44,-13020.48,0,0,0.19,-0.88,9.03,4.42,13.29,3.0087037037037,6.34,9.03,4.42,13.29,2.97333333333333,6.34,"Autumn"
"614",2011-09-06,2,5,0.2,0.2,12.8,7.4,2.6,0.6,0,10.4,23.05,17.55,23,24.05,-11623.33333,-16921.44,-13020.48,0,0,0.13,-1,9.04,4.34,13.31,3.01111111111111,6.3,9.04,4.34,13.31,2.97333333333333,6.3,"Autumn"
"615",2011-09-07,0,0,0,0,0,0,0,0,0,0,21.45,16.75,22.1,23.25,-11623.33333,-16921.44,-13020.48,0,0,0.1,-1.11,9.03466666666667,4.4,13.3,3.01351851851852,6.29,9.03666666666667,4.4,13.3,2.97333333333333,6.29,"Autumn"
"616",2011-09-08,0,0,0,0,0,0,0,0,0,0,21.85,16.95,21.7,21.85,-11623.33333,-16921.44,-13020.48,0,0,0.1,-1.11,9.02933333333333,4.42,13.26,3.01592592592593,6.29,9.03666666666667,4.42,13.26,2.97333333333333,6.29,"Autumn"
"617",2011-09-09,0,0,0,0,0,0,0,0,0.2,0,23.7,19.9,23.65,23.85,-11623.33333,-16921.44,-13020.48,0,0,0.1,-1.13,9.024,4.44,13.26,3.01833333333333,6.29,9.03666666666667,4.44,13.26,2.97333333333333,6.29,"Autumn"
"618",2011-09-10,0,0,0,0,0,0,0,0,0,0,23.9,19.1,23.65,23.8,-11623.33333,-16921.44,-13020.48,0,0,0.1,-1.13,9.01866666666667,4.46,13.29,3.02074074074074,6.3,9.03666666666667,4.46,13.29,2.97333333333333,6.3,"Autumn"
"619",2011-09-11,0,0,0.2,0,0,0,0,0,0,0,24.25,19.35,23.85,24.85,-11042.16667,-16075.368,-12369.456,0,0,0.09,-1.13,9.01333333333333,4.47,13.3,3.02314814814815,6.29,9.03666666666667,4.47,13.3,2.97333333333333,6.29,"Autumn"
"620",2011-09-12,0,0,0,0,0,0,0,0,0,0,24.2,19.5,23.5,24.25,-11623.33333,-16921.44,-13020.48,0,0,0.09,-1.14,9.008,4.48,13.29,3.02555555555556,6.3,9.03666666666667,4.48,13.29,2.97333333333333,6.3,"Autumn"
"621",2011-09-13,0,0,0,0,0,0,0,0,0,0,24.55,21.1,25.1,25.1,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.14,9.00266666666667,4.49,13.3,3.02796296296296,6.35,9.0175,4.49,13.3,2.97333333333333,6.35,"Autumn"
"622",2011-09-14,0,0,0,0,0,0,0,0,0,0,24.15,21.85,24.35,24.6,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.14,8.99733333333333,4.5,13.3,3.03037037037037,6.33,8.985,4.5,13.3,2.97333333333333,6.33,"Autumn"
"623",2011-09-15,0,0,0,0,0,0,0,0,0,0,23.05,21.3,23.15,23.75,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.15,8.992,4.52,13.33,3.03277777777778,6.35,8.96666666666667,4.52,13.33,2.97333333333333,6.35,"Autumn"
"624",2011-09-16,0,0,0,0,0,0,0,0,0,0,22.85,20.75,22.65,23.2,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.15,8.98666666666667,4.53,13.34,3.03518518518519,6.3,8.96666666666667,4.53,13.34,2.97333333333333,6.3,"Autumn"
"625",2011-09-17,0,0,0,0,0,0,0,0,0,0,21.25,19.35,21.65,22.2,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.14,8.98133333333333,4.54,13.34,3.03759259259259,6.26,8.96666666666667,4.54,13.34,2.97333333333333,6.26,"Autumn"
"626",2011-09-18,0,0,20.8,0,0,0,0,0.2,25.2,0,20.55,15.15,20.45,21.25,-11042.16667,-16075.368,-12369.456,0,0,0.1,-1.12,8.976,4.54,13.3,3.04,6.21,8.96666666666667,4.54,13.3,3.04,6.21,"Autumn"
"627",2011-09-19,33.8,13.6,8,20,22.4,34.4,25.4,7.8,2.2,33.8,16.7,11.4,16.65,18.3,-11623.33333,-16921.44,-13020.48,0,0,0.1,-1.06,8.97066666666667,4.5,13.25,2.84,6.17,8.96666666666667,4.5,13.25,2.84,6.17,"Autumn"
"628",2011-09-20,0,1.8,0.4,4.4,1.4,3,2.8,2,0,0,18.15,13.7,18.3,18.85,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.14,8.96533333333333,4.51,13.32,2.77,6.25,8.96666666666667,4.51,13.32,2.77,6.25,"Autumn"
"629",2011-09-21,0,0,0,0,0,0,0,0,0,0,19.25,17.2,20.4,20,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.15,8.96,4.54,13.35,2.85,6.27,8.96,4.54,13.35,2.85,6.27,"Autumn"
"630",2011-09-22,0,0,0,0,0,0,0,0,0,0,20.05,18.2,20.65,20.6,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.15,8.98,4.55,13.34,2.94,6.28,8.98,4.55,13.34,2.94,6.28,"Autumn"
"631",2011-09-23,0,0,0,0,0,0,0,0,0,0,20.9,18.7,21.7,21.95,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.15,8.98,4.56,13.33,2.97,6.28,8.98,4.56,13.33,2.97,6.28,"Autumn"
"632",2011-09-24,0,0,0,0,0,0,0,0,0,0,21.75,18.25,22.4,21.9,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.15,9.02,4.56,13.34,2.98,6.3,9.02,4.56,13.34,2.98,6.3,"Autumn"
"633",2011-09-25,0,0,3.4,0,0,0,0,0,0.6,0,21.9,17.6,22.2,21.65,-11042.16667,-16075.368,-12369.456,0,0,0.09,-1.14,9.02,4.57,13.36,2.94,6.28,9.02,4.57,13.36,2.94,6.28,"Autumn"
"634",2011-09-26,0,8,0,10.4,3.8,14,0,0.2,0,0,21.5,18.65,22.7,22,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.15,9.02,4.58,13.39,2.82,6.25,9.02,4.58,13.39,2.82,6.25,"Autumn"
"635",2011-09-27,0,0,0,0,0,0,0,0,0,0,21.7,19.3,22.9,22.3,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.16,9.03,4.58,13.41,2.8,6.26,9.03,4.58,13.41,2.8,6.26,"Autumn"
"636",2011-09-28,0,0,0,0,0,0,0,0,0,0,20.75,18.35,22.1,21.5,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.16,9.01,4.59,13.41,2.73,6.26,9.01,4.59,13.41,2.73,6.26,"Autumn"
"637",2011-09-29,0,0,0,0,0,0,0,0,0,0,21.25,18.05,21.25,20.75,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.16,8.99,4.6,13.41,2.91,6.29,8.99,4.6,13.41,2.91,6.29,"Autumn"
"638",2011-09-30,0,0,0,0,0,0,0,0,0,0,20.15,18.4,21.8,20.8,-11623.33333,-16921.44,-13020.48,0,0,0.08,-1.17,8.96,4.61,13.41,2.97,6.29,8.96,4.61,13.41,2.97,6.29,"Autumn"
"639",2011-10-01,0,0,0,0,0,0,0,0,0,0,20.2,18.95,21.8,21,-11004.65445,-16373.664,-12726.72,0,0,0.07,-1.17,8.99,4.61,13.41,2.94,6.31,8.99,4.61,13.41,2.94,6.31,"Autumn"
"640",2011-10-02,0,0,0,0,0,0,0,0,0,0,20.75,20.3,21.75,21.3,-10454.42173,-15554.9808,-12090.384,0,0,0.08,-1.17,9.05,4.62,13.4,3.01,6.31,9.05,4.62,13.4,3.01,6.31,"Autumn"
"641",2011-10-03,0,0,0,0,0,0,0,0,0,0,20.9,19.25,22.65,21.45,-11004.65445,-16373.664,-12726.72,0,0,0.07,-1.17,9.04,4.63,13.4,2.99,6.32,9.04,4.63,13.4,2.99,6.32,"Autumn"
"642",2011-10-04,0,0,0,0,0,0,0,0,0,0,19.55,19,20.15,20,-11004.65445,-16373.664,-12726.72,0,0,0.07,-1.16,9.02,4.63,13.4,3.01,6.32,9.02,4.63,13.4,3.01,6.32,"Autumn"
"643",2011-10-05,0,0,0,0,0,0,0,0,0,0,19.8,19.6,20.65,20.3,-11004.65445,-16373.664,-12726.72,0,0,0.07,-1.17,9,4.64,13.39,3.01,6.32,9,4.64,13.39,3.01,6.32,"Autumn"
"644",2011-10-06,0,0,0,0.2,0,0,0,0,0,0,19.25,16.1,18.75,19.4,-11004.65445,-16373.664,-12726.72,0,0,0.08,-1.16,9,4.64,13.38,2.88,6.33,9,4.64,13.38,2.88,6.33,"Autumn"
"645",2011-10-07,16,0,0,0,9.8,1.8,15.2,8.4,27.2,11.6,16.7,12.05,16.1,18.85,-11004.65445,-16373.664,-12726.72,0,0,0.08,-1.14,8.96,4.64,13.31,2.9,6.27,8.96,4.64,13.31,2.9,6.27,"Autumn"
"646",2011-10-08,10.6,0,0,0,8.2,1,16.8,15.8,0,19,12.8,11.3,13.2,14.6,-11004.65445,-16373.664,-12726.72,0,0,0.07,-1.16,8.97,4.63,13.33,2.99,6.34,8.97,4.63,13.33,2.99,6.34,"Autumn"
"647",2011-10-09,0,0,0,0,0,0,0,0,0,0,11.85,10.9,12.95,13.95,-10454.42173,-15554.9808,-12090.384,0,0,0.06,-1.16,9.02,4.64,13.35,3.01,6.34,9.02,4.64,13.35,3.01,6.34,"Autumn"
"648",2011-10-10,0,0,0,0,0,0,0,0,0,0,13.1,11.3,14.2,14.05,-11004.65445,-16373.664,-12726.72,0,0,0.07,-1.16,9.06,4.65,13.41,2.91,6.32,9.06,4.65,13.41,2.91,6.32,"Autumn"
"649",2011-10-11,0,0,0,0,0,0,0,0,0,0,16.7,16.35,17.45,16.4,-11004.65445,-16373.664,-12726.72,0,0,0.07,-1.16,9.05,4.66,13.4,2.96,6.34,9.05,4.66,13.4,2.96,6.34,"Autumn"
"650",2011-10-12,0,0,0,0.2,0,0,0,0,0,0,16.95,15.8,17.3,18.15,-11004.65445,-16373.664,-12726.72,0,0,0.08,-1.15,9.07,4.66,13.39,3,6.36,9.07,4.66,13.39,3,6.36,"Autumn"
"651",2011-10-13,0,0,0,0,0,0,0,0,0.2,0,18.85,15.8,19.3,19.95,-11004.65445,-16373.664,-12726.72,0,0,0.08,-1.16,9.05,4.67,13.38,2.9,6.36,9.05,4.67,13.38,2.9,6.36,"Autumn"
"652",2011-10-14,0,0,0,0,0,0,0,0,0,0,14.3,10.15,14.85,16.85,-11004.65445,-16373.664,-12726.72,0,0,0.07,-1.17,9.09,4.67,13.43,2.92,6.39,9.09,4.67,13.43,2.92,6.39,"Autumn"
"653",2011-10-15,0,0,0,0,0,0,0,0,0,0,11.7,8.25,11.3,12.8,-11004.65445,-16373.664,-12726.72,0,0,0.06,-1.18,9.13,4.68,13.46,3.03,6.41,9.13,4.68,13.46,3.03,6.41,"Autumn"
"654",2011-10-16,0,0,0,0,0,0,0,0,0,0,11.65,9.6,13.2,12,-10454.42173,-15554.9808,-12090.384,0,0,0.06,-1.18,9.11,4.68,13.46,2.96,6.4,9.11,4.68,13.46,2.96,6.4,"Autumn"
"655",2011-10-17,0,0,0,0,0,0,0,0,0,0,11,8.65,12.7,11.85,-11004.65445,-16373.664,-12726.72,0,0,0.06,-1.17,9.1,4.69,13.47,2.94,6.37,9.1,4.69,13.47,2.94,6.37,"Autumn"
"656",2011-10-18,0,0,0,0,0,0,0,0,0,0,11.25,10,12.55,11.8,-11004.65445,-16373.664,-12726.72,0,0,0.07,-1.17,9.08,4.69,13.46,2.99,6.41,9.08,4.69,13.46,2.99,6.41,"Autumn"
"657",2011-10-19,16,4.2,2.4,1,4.4,4.8,11.2,0.2,20.4,21.4,16.7,11.2,16.35,16.9,-11004.65445,-16373.664,-12726.72,0,0,0.08,-1.15,9.07,4.69,13.44,3,6.4,9.07,4.69,13.44,3,6.4,"Autumn"
"658",2011-10-20,50.2,15,1.8,8.2,44,14.4,59.4,9.4,42.4,43.4,14.35,9.1,13.4,14.65,-11004.65445,-16373.664,-12726.72,0,0,0.16,-1.11,8.99,4.67,13.4,2.98,6.41,8.99,4.67,13.4,2.98,6.41,"Autumn"
"659",2011-10-21,0.2,0,0,0,0.2,0.2,0.4,1.6,0.2,0.6,10.7,7.55,11.2,12.1,-11004.65445,-16373.664,-12726.72,0,0,0.14,-1.16,9,4.66,13.44,2.96,6.39,9,4.66,13.44,2.96,6.39,"Autumn"
"660",2011-10-22,0,0,0,0,0,0,0,0,0,0,8.65,6.15,10.2,9.95,-11004.65445,-16373.664,-12726.72,0,0,0.1,-1.17,9.05,4.69,13.45,2.98,6.39,9.05,4.69,13.45,2.98,6.39,"Autumn"
"661",2011-10-23,0,0.2,0,0,0,0,0,0,0,0,9.1,7.05,10.55,9.55,-10454.42173,-15554.9808,-12090.384,0,0,0.08,-1.17,9.05,4.7,13.43,2.91,6.38,9.05,4.7,13.43,2.91,6.38,"Autumn"
"662",2011-10-24,0,0,0.8,0,0,0,0,0,2,0,11.5,6.7,11,11.9,-11004.65445,-16373.664,-12726.72,0,0,0.13,-1.15,9.02,4.7,13.4,2.86,6.35,9.02,4.7,13.4,2.86,6.35,"Autumn"
"663",2011-10-25,18,19.6,13.8,5.8,18.4,16,23.4,12.8,92,17.6,14.55,11,14.25,15.2,-11004.65445,-16373.664,-12726.72,0,0,0.27,-0.84,8.96,4.69,13.37,2.74,6.33,8.96,4.69,13.37,2.74,6.33,"Autumn"
"664",2011-10-26,212,16.4,9.8,29.2,59.8,32.8,88.8,52.4,23,160.6,14.8,11.5,16.15,15.45,-11004.65445,-16373.664,-12726.72,0,0,1.14,1.67,8.9,3.94,13.38,2.64,6.27,8.9,3.94,13.38,2.64,6.27,"Autumn"
"665",2011-10-27,0,0.2,0.2,0.2,0,0,0,0,0.2,0.2,12.15,10.95,13.6,12.25,-11004.65445,-16373.664,-12726.72,0,0,0.45,-0.31,8.92,3.74,13.42,2.65,6.19,8.92,3.74,13.42,2.65,6.19,"Autumn"
"666",2011-10-28,0.2,0,0.2,0.2,0,0,0,0,0,0,13.3,11.85,14.45,12.95,-11004.65445,-16373.664,-12726.72,0,0,0.32,-0.9,8.91,4.04,13.46,2.79,6.14,8.91,4.04,13.46,2.79,6.14,"Autumn"
"667",2011-10-29,0,0.2,0,0,0,0,0.2,0,0,0.2,14.15,12.8,16,13.85,-11004.65445,-16373.664,-12726.72,0,0,0.3,-0.94,8.93,4.19,13.46,2.8,6.18,8.93,4.19,13.46,2.8,6.18,"Autumn"
"668",2011-10-30,0,0,0,0,0,0,0,0,0,0,13.9,12.3,15.2,13.85,-10454.42173,-15554.9808,-12090.384,0,0,0.3,-0.97,8.91,4.26,13.44,2.89,6.16,8.91,4.26,13.44,2.89,6.16,"Autumn"
"669",2011-10-31,0,0,0,0,0,0,0,0,0,0.2,12,9.7,13.85,12.55,-11004.65445,-16373.664,-12726.72,0,0,0.3,-0.98,8.86,4.3,13.43,2.7,6.15,8.86,4.3,13.43,2.7,6.15,"Autumn"
"670",2011-11-01,0,0,0,0,0,0,0,0,0,0,13.3,10.55,14.2,13.1,-10270,-16040.16,-12873.6,0,0,0.22,-0.99,8.8,4.33,13.42,2.92,6.16,8.8,4.33,13.42,2.92,6.16,"Autumn"
"671",2011-11-02,0,0,0.2,0.2,0,0,0,0,0.2,0,13.25,11.6,14.25,13.1,-10270,-16040.16,-12873.6,0,0,0.24,-1,8.78,4.35,13.42,2.72,6.13,8.78,4.35,13.42,2.72,6.13,"Autumn"
"672",2011-11-03,0,0,0.2,0,0,0,0,0,0,0,13.95,11.5,14.4,14.35,-10270,-16040.16,-12873.6,0,0,0.24,-1.02,8.79,4.37,13.4,2.88,6.13,8.79,4.37,13.4,2.88,6.13,"Autumn"
"673",2011-11-04,13,1.4,0.4,0.6,10.4,2.8,17.4,1.4,30.4,13.8,16.1,11.45,16.25,15,-10270,-16040.16,-12873.6,0,0,0.25,-1.01,8.75,4.38,13.38,2.83,6.14,8.75,4.38,13.38,2.83,6.14,"Autumn"
"674",2011-11-05,51.6,20.8,10.2,7.8,26.8,18,34.2,12.2,28.6,43.6,16.5,11,16.4,15.25,-10270,-16040.16,-12873.6,0,0,0.54,-0.2,8.77,4.28,13.37,2.83,6.14,8.77,4.28,13.37,2.83,6.14,"Autumn"
"675",2011-11-06,20.8,6.4,10.8,4,16.4,9.6,17.6,14.2,13,17,16.1,10.85,16.25,15.85,-9756.5,-15238.152,-12229.92,0,0,0.58,-0.03,8.77,3.98,13.35,2.59,6.1,8.77,3.98,13.35,2.59,6.1,"Autumn"
"676",2011-11-07,17.8,1.4,25,6,30.4,5.6,20,1.4,22.4,9.6,11.85,8.1,12.45,12.05,-10270,-16040.16,-12873.6,0,0,0.46,-0.66,8.77,4.04,13.41,2.75,6.06,8.77,4.04,13.41,2.75,6.06,"Autumn"
"677",2011-11-08,47.2,20,8,19.6,28.6,18,28.2,17.8,9.6,41,15.1,9.75,15.3,14.95,-10270,-16040.16,-12873.6,0,0,0.65,0.26,8.69,3.98,13.43,2.59,5.9,8.69,3.98,13.43,2.59,5.9,"Autumn"
"678",2011-11-09,2.6,0.4,0.2,1,2,1.2,0.6,0.2,0,1.4,14.6,11.5,16.25,14.85,-10270,-16040.16,-12873.6,0,0,0.53,-0.21,8.67,3.83,13.44,2.6,5.86,8.67,3.83,13.44,2.6,5.86,"Autumn"
"679",2011-11-10,0,0.2,0,0.2,0,0,0,0,0,0.2,12.8,10.3,14.35,12.8,-10270,-16040.16,-12873.6,0,0,0.41,-0.85,8.66,3.99,13.43,2.58,5.83,8.66,3.99,13.43,2.58,5.83,"Autumn"
"680",2011-11-11,0,0.2,0.2,0.2,0,0,0,0,0,0,11.55,9.95,13.45,12.25,-10270,-16040.16,-12873.6,0,0,0.34,-0.98,8.71,4.14,13.44,2.7,5.83,8.71,4.14,13.44,2.7,5.83,"Autumn"
"681",2011-11-12,0.2,0,0,0,0,0,0.2,0,0,0.2,9.45,7.05,10.45,10.55,-10270,-16040.16,-12873.6,0,0,0.3,-1,8.78,4.21,13.5,2.75,5.84,8.78,4.21,13.5,2.75,5.84,"Autumn"
"682",2011-11-13,0,0,0,0,0,0,0,0,0,0,9.8,8.05,11.3,9.2,-9756.5,-15238.152,-12229.92,0,0,0.27,-1.02,8.82,4.26,13.51,2.7,5.85,8.82,4.26,13.51,2.7,5.85,"Autumn"
"683",2011-11-14,0.2,0,0,0,0,0,0,0,0,0,8.1,9.1,10.7,8.2,-10270,-16040.16,-12873.6,0,0,0.25,-1.03,8.74,4.3,13.48,2.73,5.85,8.74,4.3,13.48,2.73,5.85,"Autumn"
"684",2011-11-15,0,0,0,0.2,0,0,0.2,0,0,0,6.85,6.9,9.5,7.2,-10270,-16040.16,-12873.6,0,0,0.24,-1.03,8.64,4.32,13.43,2.77,5.86,8.64,4.32,13.43,2.77,5.86,"Autumn"
"685",2011-11-16,0.2,0.2,0,0,0,0,0,0,0,0,7.55,7.8,9.35,7.25,-10270,-16040.16,-12873.6,0,0,0.25,-1.04,8.65,4.34,13.42,2.62,5.89,8.65,4.34,13.42,2.62,5.89,"Autumn"
"686",2011-11-17,0,0,0,0.2,0,0,0.2,0,0,0,7.3,8.75,9.1,6.95,-10270,-16040.16,-12873.6,0,0,0.24,-1.04,8.67,4.35,13.45,2.65,5.91,8.67,4.35,13.45,2.65,5.91,"Autumn"
"687",2011-11-18,0.2,0.2,0,0,0,0,0.2,0,0,0,7.1,8.3,8.9,6.9,-10270,-16040.16,-12873.6,0,0,0.2,-1.05,8.69,4.37,13.46,2.71,5.92,8.69,4.37,13.46,2.71,5.92,"Autumn"
"688",2011-11-19,0,0,0,0.2,0,0,0.2,0,0,0,6,7.9,8.15,6.65,-10270,-16040.16,-12873.6,0,0,0.17,-1.05,8.74,4.39,13.45,2.83,5.94,8.74,4.39,13.45,2.83,5.94,"Autumn"
